,Auction Name,Days,Date,Winning Bid,Starting Bid,Currency,Hierarchy,Category 1,Category 2
3813,Loose natural Diamond Round 2.43 Ct I1 Brown,7,20 Feb 2021 at 8:02:53pm GMT,920,1,USD,Jewellery & Watches>Loose Diamonds & Gemstones>Diamond>Natural Diamonds,Diamond,Natural Diamonds
3814,OMEGA SPEEDMASTER MOONPHASE CO-AXIAL MASTER CHRONOMETER MOONPHASE CHRONOGRAPH,3,23 Feb 2021 at 5:15:36pm GMT,680,0.99,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3815,Amethyst Ring 22.65ct 14K GOLD VS Diamond Amethyst Estate Vintage Cocktail Ring,10,25 Feb 2021 at 2:42:48am GMT,950,0.99,USD,Jewellery & Watches>Fine Jewellery>Fine Rings>Gemstone,Fine Rings,Gemstone
3816,Vintage 14K Yellow Gold Natural Blue Sapphire Genuine Diamond Ladies Necklace ,10,3 Dec 2020 at 5:20:05pm GMT,980,0.99,USD,Jewelry & Watches>Fine Jewelry>Fine Necklaces & Pendants>Gemstone,Fine Necklaces & Pendants,Gemstone
3817,Seiko Men's Prospex Automatic Dive Watch SRPA21 Silver 47 Mechanical Automatic,7,5 Dec 2020 at 2:42:17am GMT,315,9.99,USD,"Jewelry & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3818,Citizen promaster eco drive ,7,6 Dec 2020 at 6:35:45pm GMT,201,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3819,BULOVA ACCUTRON ASTRONAUT VINTAGE 38MM RARE SS WATCH RUNNING GMT 24HR NR #10131,10,7 Dec 2020 at 3:09:01am GMT,810,0.99,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3820,New Style Heavy Return To Tiffany Co Heart Sterling Silver Toggle Necklace w Box,7,11 Dec 2020 at 9:40:04pm GMT,395,0.99,USD,Jewellery & Watches>Fine Jewellery>Fine Necklaces & Pendants>Precious Metal without Stones,Fine Necklaces & Pendants,Precious Metal without Stones
3821,Emerald Diamond White Gold Ring 14K Natural GIA Certified 19.31CTW RETAIL $16200,7,11 Dec 2020 at 11:47:35pm GMT,800,0.99,USD,Jewellery & Watches>Fine Jewellery>Fine Rings>GemstoneJewellery & Watches>Fine Jewellery>Fine Rings>Diamond,Fine Rings,Diamond
3822,VINTAGE LONG CHERRY AMBER BAKELITE FATURAN MARBLED BEAD NECKLACE - 64.9grams,7,13 Dec 2020 at 11:24:48am GMT,397,1,£,Jewellery & Watches>Vintage & Antique Jewellery>Vintage Costume Jewellery>Art Deco (1915-1935),Vintage Costume Jewellery,Art Deco (1915-1935)
3823,Bvlgari Bulgari Roma 130th Anniversary Limitiert 18K Roségold BBP39GRO NP:18400€,10,13 Dec 2020 at 6:37:28pm GMT,911,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3824,Tag Heuer Professional Ref# WL 1311 Ladies Stainless Steel Wristwatch,7,23 Dec 2020 at 2:00:55am GMT,380,0.01,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3825,Military style Pilot's dial watch Swiss Vintage pocket watch movement Omega 1935,7,23 Dec 2020 at 4:07:58am GMT,285,0.5,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3826,Mens MOVADO MUSEUM 07.1.19.1264 Black Diamond Dial Two-Tone Steel Gold Watch,5,26 Dec 2020 at 11:52:26pm GMT,341,0.99,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3827,Invicta 53mm Reserve Venom Hybrid DC Comics Joker Chrono Lim Ed Swiss Mvt Watch ,3,28 Dec 2020 at 3:06:02am GMT,246.5,0.99,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3828,Rubellite Tourmaline Gold Diamond Ring 14k GIA Certified 22.10CTW  RETAIL $15100,7,28 Dec 2020 at 11:41:40pm GMT,618,0.99,USD,Jewellery & Watches>Fine Jewellery>Fine Rings>GemstoneJewellery & Watches>Fine Jewellery>Fine Rings>Diamond,Fine Rings,Diamond
3829,k23p01- Rolex Yacht Master 16622 40mm Oyster Perpetual Date Platinum Bezel,7,29 Dec 2020 at 8:41:06pm GMT,402,9.99,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3830,"Ruby Pendant Gold Necklace Diamond 14K GIA Cert 2.84CTW NO HEAT RETAIL $10,400",7,29 Dec 2020 at 11:09:08pm GMT,980,0.99,USD,Jewellery & Watches>Fine Jewellery>Fine Necklaces & Pendants>GemstoneJewellery & Watches>Fine Jewellery>Fine Necklaces & Pendants>Diamond,Fine Necklaces & Pendants,Diamond
3831,Invicta 54mm Reserve Venom Swiss Chrono Black Blue Two Tone Textured Dial Watch,3,3 Jan 2021 at 3:20:58am GMT,170,0.99,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3832,Baume & Mercier Baumatic Chronograph Automatik Edelstahl Herrenuhr Ref. 6103,10,3 Jan 2021 at 5:53:22pm GMT,650.5,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3833,Chronoswiss Chronometer Chronograph Automatik Stahl Herrenuhr Ref. CH7523,10,3 Jan 2021 at 6:17:27pm GMT,975,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3834,Tiffany & Co. 925 Sterling Silver RETURN TO Heart Bear Bracelet #2026be Rise-on,10,4 Jan 2021 at 4:48:40am GMT,306,0.99,USD,Jewellery & Watches>Costume Jewellery>Bracelets,Costume Jewellery,Bracelets
3835,VINTAGE & FINE ULYSSE NARDIN DOUBLE CALENDAR 1950's GREAT CONDITION WristWatch,10,7 Jan 2021 at 7:54:57pm GMT,765,1,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3836,"SEIKO 150M SCUBA DATE AUTO MENS WATCH 7002-7000, BLUE WAFFLE/PEPSI (SN 1N0377)",5,10 Jan 2021 at 6:45:36pm GMT,131.77,0.01,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3837,BEAUTIFUL Near MINT 1897 WALTHAM ANTIQUE COIN SILVER HUNTING POCKET WATCH! ,10,10 Jan 2021 at 8:56:50pm GMT,425.99,0.01,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Pocket Watches",Watches,Pocket Watches
3838,CHANEL Gold Plated CC Logos Cambon Charm Vintage Necklace Pendant #6407a Rise-on,10,11 Jan 2021 at 4:39:38am GMT,496,0.99,USD,Jewellery & Watches>Costume Jewellery>Necklaces & Pendants,Costume Jewellery,Necklaces & Pendants
3839,Huge 17.5g 11ctw 18k Yellow Gold Natural Emerald Christian Cross Pendant ,10,15 Jan 2021 at 4:52:05pm GMT,960,0.99,USD,"Jewelry & Watches>Vintage & Antique Jewelry>Fine>Retro, Vintage 1930s-1980s>Necklaces & Pendants","Retro, Vintage 1930s-1980s",Necklaces & Pendants
3840,Mens 98C126 Crystal Gold 41.7mm Bulova Analog Watch NEW #C113,7,15 Jan 2021 at 9:11:21pm GMT,331,0.99,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3841,Casio G-Shock GW-7900RD 4ER Rare Multiband 6 Solar  in top condition!!!!,7,17 Jan 2021 at 6:02:33pm GMT,329,149.99,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3842,ROLEX TUDOR EARLY RARE GENTS WRISTWATCH ORNATE HANDLEY CASE 15 RUBIES PRE-WWII,10,17 Jan 2021 at 6:11:07pm GMT,455,25,£,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3843,Montre Jaeger-LeCoultre Vintage,5,17 Jan 2021 at 6:13:53pm GMT,695,99,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3844,Rolex ladies Two Tone Date just ref# 69173 diamond dial and bezel,7,20 Jan 2021 at 6:16:13pm GMT,766,0.99,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3845,"BULOVA Super Seville Day Date Automatic , President Model,Herren Armbanduhr",10,21 Jan 2021 at 6:56:59pm GMT,452,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3846,Orologio Sicura(Breitling)Skin Diver Watch Super Compressor Style Weems Bezel,5,22 Jan 2021 at 8:52:04pm GMT,270,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3847,Orologio Cronografo Uomo Emporio Armani Men' s Chrono Date – NUOVO,5,23 Jan 2021 at 8:50:40pm GMT,125,19,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3848,"Gousset chronographe en acier, aviation militaire",10,26 Jan 2021 at 6:42:58pm GMT,358,10,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Pocket Watches",Watches,Pocket Watches
3849,1ctw Genuine Diamond Solid Gold Bracelet Ladies Vintage Tennis Line 6.75in,10,29 Jan 2021 at 6:30:05pm GMT,297,0.99,USD,"Jewelry & Watches>Vintage & Antique Jewelry>Fine>Retro, Vintage 1930s-1980s>Bracelets","Retro, Vintage 1930s-1980s",Bracelets
3850,10.06 Carat Natural Tanzanite 14K Solid White Gold Luxury Diamond Ring,7,2 Feb 2021 at 9:20:30pm GMT,982,0.99,USD,Jewellery & Watches>Fine Jewellery>Fine Rings>Gemstone,Fine Rings,Gemstone
3851,Vintage Men's Seiko Diver's 7002-7000 X Padi Sea Wave Blue Watch ,7,5 Feb 2021 at 4:45:43pm GMT,125,0.99,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3852,VINTAGE MENS ART DECO BULOVA SELF WINDING WRISTWATCH WATCH,7,6 Feb 2021 at 1:59:32am GMT,155.5,9.99,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3853,Breitling Windrider Stahl / Gold Automatik Gangreserve Herrenuhr Ref. B14047,10,7 Feb 2021 at 5:19:54pm GMT,951,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3854,Tag Heuer Professional 200M Edelstahl Herrenuhr Ref. WM1113 Klassiker,10,7 Feb 2021 at 5:34:39pm GMT,564.85,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3855,Omega 2497-7 265 watch vintage orologio ,7,7 Feb 2021 at 9:51:29pm GMT,450,0.1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3856,OROLOGIO OMEGA CRONOGRAFO UOMO VINTAGE ANNI 60 DEVILLE,10,10 Feb 2021 at 7:50:16pm GMT,955,10,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3857,montre vintage watch emile pequignet moorea or et acier jour et date quartz ,7,11 Feb 2021 at 9:17:24pm GMT,133,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3858,VINTAGE OMEGA DE VILLE MANUAL WINDING 17 JEWELS CAL.625 ANALOG DRESS MEN'S WATCH,5,12 Feb 2021 at 5:04:30am GMT,435,0.99,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3859,VINTAGE OMEGA GENEVE MENS MANUAL 18K-GP PEARL-BROWN DIAL WATCH,10,13 Feb 2021 at 4:00:23am GMT,336,9.99,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3860,Michael Anthony MA 2.2G 14K Yellow Gold 3.5MM Rope Chain Bracelet 7”,7,17 Feb 2021 at 3:33:11pm GMT,225,10,USD,Jewellery & Watches>Fine Jewellery>Fine Bracelets>Precious Metal without Stones,Fine Bracelets,Precious Metal without Stones
3861,ROLEX DATEJUST REFERENCE 68273 TWO-TONE WATCH 100% GENUINE SAPPHIRE 31 MM ,10,18 Feb 2021 at 1:00:09am GMT,930,0.99,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3862,Vintage Rolex Red Date Roulette 6305 Datejust Mens Watch ,10,18 Feb 2021 at 9:52:06pm GMT,950,0.99,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3863,Stunning Genuine 18k Gold SS Cartier Demoiselle 2701 Large Ladies Wrist Watch,10,26 Feb 2021 at 6:40:05pm GMT,999,0.99,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3864,1950's Vintage Rolex Oyster Perpetual 18k YG ref.6569 w/Textured Dial ,5,2 Dec 2020 at 1:06:30am GMT,970,0.99,USD,"Jewelry & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3865,RADO Gents Black Ceramic DIASTAR watch with ceramic black wrist link bracelet,10,3 Dec 2020 at 1:11:22pm GMT,430,50,£,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3866,1962 Rare OMEGA Automatic Cal 562 Ref 14791 Pink Gold 20 microns/Steel,7,3 Dec 2020 at 9:54:15pm GMT,326,9.9,USD,"Jewelry & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3867,"HAVILA Watch co. S.A. Taschenuhr, vergoldetes Zifferblatt, Durchmesser: 48 mm",7,4 Dec 2020 at 5:40:45pm GMT,121,1,EUR,"Uhren & Schmuck>Uhren, -teile & -zubehör>Armband- & Taschenuhren>Taschenuhren",Armband- & Taschenuhren,Taschenuhren
3868,Rolex GMT 16710,5,4 Dec 2020 at 6:22:21pm GMT,104,50,EUR,"Orologi e gioielli>Orologi, accessori e ricambi>Orologi>Orologi da polso",Orologi,Orologi da polso
3869,TISSOT T-Sport PRC 200 T17.1.586.32 WHITE Wristwatch T461 Chronograph Men's,7,6 Dec 2020 at 2:11:06am GMT,155,1,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3870,"Vintage Omega Wrist Watch, Cosmic 24j, Stainless Steel, Original Dial, Cal. 565",7,6 Dec 2020 at 4:18:24pm GMT,520,1,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3871,Glashütte Senator Chronograph Automatik Edelstahl Herrenuhr Ref. 39-31-06-04-04,10,6 Dec 2020 at 6:31:35pm GMT,910,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3872,Raro Zenith Pilot Bumper 133.8 anni '50 + Box,3,6 Dec 2020 at 7:17:52pm GMT,381,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3873,Mens Vintage ROLEX Oyster Perpetual Date 34mm Silver Dial Stainless Steel Watch,3,7 Dec 2020 at 2:29:48am GMT,980,0.01,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3874,VERSACE Gold Plated Rhinestones Chunky Cross Necklace Pendant #1947be Rise-on,10,7 Dec 2020 at 5:14:53am GMT,305,0.99,USD,Jewellery & Watches>Costume Jewellery>Necklaces & Pendants,Costume Jewellery,Necklaces & Pendants
3875,Omega Seamaster automatic 2802 NOS serviced,7,7 Dec 2020 at 1:56:00pm GMT,451,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3876,Omega Double Eagle Constellation Complete Set Used Perpetual Calendar 12133000,7,10 Dec 2020 at 11:19:05pm GMT,980,1,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3877,ROLEX YACHT-MASTER REF. 168622  WATCH 100% GENUINE 36MM Y SERIAL STAINLESS STEEL,7,11 Dec 2020 at 1:02:56am GMT,990,0.99,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3878,*XL* ANCIENNE MONTRE PLONGEE MÉCANIQUE COMPRESSOR vintage RARE FRENCH DIVER,7,11 Dec 2020 at 8:07:31pm GMT,126,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3879,"$1,500 .26CT NATURAL SOLITAIRE ROUND CUT WHITE DIAMOND ENGAGEMENT RING 18K GOLD",7,12 Dec 2020 at 12:04:30am GMT,355,9.99,USD,Jewelry & Watches>Engagement & Wedding>Engagement Rings>Diamond,Engagement Rings,Diamond
3880,UNUSUAL VINTAGE SEIKO AUTOMATIC GENUINE MOONPHASE  6347A BOXED AND PAPERS,10,12 Dec 2020 at 7:12:37pm GMT,624,0.99,£,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3881,Waffen Elite Military style watch German Vintage pocket watch movement Junghans,7,16 Dec 2020 at 3:53:24am GMT,217.23,0.5,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3882,Emerald Ring Diamond  Gold 14k Natural 11.72CTW GIA Certified RETAIL $18100,7,19 Dec 2020 at 11:17:49pm GMT,900,0.99,USD,Jewellery & Watches>Fine Jewellery>Fine Rings>GemstoneJewellery & Watches>Fine Jewellery>Fine Rings>Diamond,Fine Rings,Diamond
3883,Vintage Men's Wristwatch Gold Regulateur Mens Wrist Watch by Le Coultre Movement,10,21 Dec 2020 at 3:40:14am GMT,450,0.5,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3884, Ebay Best Gorgeous BROWN MARBLED Bakelite Bracelet W/ BULLSEYE  Inlaid  Dots  ,7,24 Dec 2020 at 12:39:22am GMT,224.5,0.99,USD,"Jewelry & Watches>Vintage & Antique Jewelry>Costume>Bakelite, Vintage Plastics>Bracelets","Bakelite, Vintage Plastics",Bracelets
3885," Jaeger LeCoultre 750 Gold Medium, 18 K solid YG, orig. Besatz Diamant, 60ger",7,27 Dec 2020 at 7:02:55pm GMT,782.77,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3886,VINTAGE SEIKO SUBMARINER 7002 SCUBA DIVERS WATCH  6105 CAPTAIN WILLARD MOD,10,28 Dec 2020 at 7:25:26pm GMT,245,0.99,£,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3887,"Tissot Automatic Chronograph - Brand New, Old Stock - Black Dial - No Reserve!",10,30 Dec 2020 at 5:08:59pm GMT,420,0.99,£,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3888,LeVian Chocolate & White Diamond 2.5 Carat Oval Sapphire & Diamond FINE Ring,10,31 Dec 2020 at 12:27:16am GMT,999,0.01,USD,Jewellery & Watches>Men's Jewellery>RingsJewellery & Watches>Fine Jewellery>Fine Rings>Diamond,Fine Rings,Diamond
3889,1904 BEAUTIFUL 15J ANTIQUE WALTHAM MODEL 1894 14k GOLD FILLED POCKET WATCH!,10,2 Jan 2021 at 9:03:21pm GMT,406,0.01,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Pocket Watches",Watches,Pocket Watches
3890,Girard Perregaux Chronograph Automatik Herrenuhr 81040-11-631-BB6A NP: 13600€,10,3 Jan 2021 at 6:49:26pm GMT,900,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3891,Ebay Best Gorgeous Vintage BLUE GREEN Bakelite Bracelet w/Inlaid Dots BEAUTIFUL!,7,5 Jan 2021 at 4:33:16am GMT,132.5,0.99,USD,"Jewelry & Watches>Vintage & Antique Jewelry>Costume>Bakelite, Vintage Plastics>Bracelets","Bakelite, Vintage Plastics",Bracelets
3892,Seiko SRPE31K1 - Prospex Street Edition - Tuna - Automatik - 11/2020,7,5 Jan 2021 at 6:45:40pm GMT,382,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3893,18k Gold Taschenuhr mit Repetition - Zustand perfekt,10,5 Jan 2021 at 6:54:58pm GMT,990,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Pocket Watches",Watches,Pocket Watches
3894,Rolex Datejust 6917 SS/14K gold elegant 1.25CT VS diamond automatic ladies watch,7,8 Jan 2021 at 3:00:49am GMT,820,0.99,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3895,Breitling Callisto Stahl / Gold Chronograph Handaufzug Herrenuhr Ref. 80520-1,10,10 Jan 2021 at 6:40:55pm GMT,995,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3896,"$1,100 15.26CT NATURAL GREEN AMETHYST & DIAMOND TWO-STONE DANGLE EARRINGS 14K",7,15 Jan 2021 at 11:56:27pm GMT,271,9.99,USD,Jewellery & Watches>Fine Jewellery>Fine Earrings>Gemstone,Fine Earrings,Gemstone
3897,NEW CITIZITIEN Men's Eco-Drive Primo Blue Dial Leather Strap Watch CA4438-00L  ,7,16 Jan 2021 at 2:40:34am GMT,205.05,9.99,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3898,ORIS Date Ref. 7411-40 Stainless Steel Automatic Mens Dress Elegant Wrist Watch ,10,17 Jan 2021 at 4:24:07pm GMT,265,0.99,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3899,VINTAGE RARE LONG MENS LONGINES 14K DIAMOND DIAL WRISTWATCH W/ BOX 9LT 17 JEWELS,7,18 Jan 2021 at 1:40:35am GMT,641,0.99,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3900,CHANEL Gold Plated CC Logos Ribbon Rhinestone Necklace Pendant #6420a Rise-on,10,18 Jan 2021 at 4:29:05am GMT,310,0.99,USD,Jewellery & Watches>Costume Jewellery>Necklaces & Pendants,Costume Jewellery,Necklaces & Pendants
3901,"Vintage Gallet Chronograph watch, 1940-50s, Works, No Reserve",7,19 Jan 2021 at 2:27:28am GMT,782,0.99,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3902,"Junkers Einsatzuhr „Bundespolizei Fliegergruppe“, Automatik Uhr, ETA 2826-2",10,20 Jan 2021 at 7:30:18pm GMT,488,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3903,Rare 70's  Vintage Bulova Automatic 666 Ft Diver Men’s Watch Automatic Stainless,7,22 Jan 2021 at 6:26:34pm GMT,368.34,0.99,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3904,AQUALAND CITIZEN VINTAGE 6 VITI C022 CINTURINO ACCIAIO BOMBOLA TAG FUNZIONANTE,7,24 Jan 2021 at 7:39:04pm GMT,319,100,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3905,TAG HEUER FORMULA 1 QUARTZ HERREN UHR 42MM STAHL VINTAGE WAZ1110,10,24 Jan 2021 at 7:54:34pm GMT,649.44,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3906,ELGIN 18s 23j VERITAS Model 214 Super HIGH-GRADE RAILROAD Pocket Watch BEAUTIFUL,7,25 Jan 2021 at 5:11:55am GMT,382,1,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Pocket Watches",Watches,Pocket Watches
3907,Vintage 1900s Man Longines Swiss pocket watch  movement Cal19.75+hands+new case ,10,25 Jan 2021 at 3:47:57pm GMT,315,0.99,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3908,OROLOGIO HEUER 2000 QUARTZ 200 METRES PROFESSIONAL WATCH 974.008 VERY RARE NOS !,10,25 Jan 2021 at 4:42:21pm GMT,275,0.01,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3909,"Girard Perregaux 7000GBM Stahl Gold Chronograph Automatik  UVP: 13.600,- € Top",10,28 Jan 2021 at 6:36:28pm GMT,995,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3910,Vintage 14k Gold Genuine Rolex Retro Ladies Wrist Watch ,7,30 Jan 2021 at 7:24:04pm GMT,990,0.99,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3911,Omega Seamaster Automatik Chronometer Stahl Herrenuhr Ref. 168.1601,10,31 Jan 2021 at 6:55:59pm GMT,999,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3912,*MAGNIFIQUE* ANCIENNE MONTRE YEMA PLONGEE AUTOMATIQUE RARE VINTAGE FRENCH DIVER,7,1 Feb 2021 at 8:08:14pm GMT,191,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3913,Vintage Omega Sub-Second Jumbo 38mm Stainless Steel 265 Calibre Ref. 2609-13,7,4 Feb 2021 at 1:20:36pm GMT,497,0.99,£,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3914,Omega - F300 - Seamaster - The Cone - Stimmgabel - gepflegt,10,4 Feb 2021 at 6:08:05pm GMT,292,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3915,HAMILTON GOLD pl. VENTURA 6338 Oversize NOS fondo di magazzino NEW OLD STOCK,7,7 Feb 2021 at 2:41:11pm GMT,450,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3916,Rolex Lady Date Stahl / Gold Automatik Damenuhr Oyster Perpetual Ref. 6517 ,10,7 Feb 2021 at 5:46:10pm GMT,999,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3917,Ancienne Petite montre à gousset  en or 18K carats 750 Gold. ( Art Nouveau ),5,8 Feb 2021 at 8:03:49pm GMT,203,70,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Pocket Watches",Watches,Pocket Watches
3918,6.50 Carat Natural Diamond 14K Yellow Gold Luxury Tennis Bracelet,5,8 Feb 2021 at 8:40:22pm GMT,999,0.99,USD,Jewellery & Watches>Fine Jewellery>Fine Bracelets>Diamond,Fine Bracelets,Diamond
3919,Vintage Poljot Novet 23 Jewel Chronograph Mens Watch Working,7,9 Feb 2021 at 4:00:27am GMT,183.5,9.99,USD,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
3920,CITIZEN Promaster Aqualand 200 m Diver - Vintage,7,9 Feb 2021 at 1:20:17pm GMT,204.5,1,EUR,"Jewellery & Watches>Watches, Parts & Accessories>Watches>Wristwatches",Watches,Wristwatches
